basename,minimum_latitude,maximum_latitude,minimum_longitude,maximum_longitude,start_time,stop_time
m3g20081118t222604,86.09432650376282,89.99732943766571,5.4599467111549544e-05,359.9997225239448,2008-11-18T22:26:04,2008-11-18T22:28:04
m3g20081118t223204,68.33318932928496,74.43532930681323,316.8710889429922,322.8075133692776,2008-11-18T22:32:04,2008-11-18T22:34:04
m3g20081119t021733,-42.453918028655245,89.99760645801979,0.00036935681295755977,359.9999319821167,2008-11-19T02:17:33,2008-11-19T03:06:41
m3g20090729t104424,-8.35637950579591,53.88462481505739,47.8073988465826,52.73778918062714,2009-07-29T10:44:24,2009-07-29T11:06:21
m3g20081122t232908,-35.44537141712839,2.193101343761619,263.260153089928,264.90212870176214,2008-11-22T23:29:08,2008-11-22T23:41:27
m3g20081124t023353,85.22479794526171,89.99811530766699,0.006675745898669668,359.99834130283585,2008-11-24T02:33:53,2008-11-24T02:35:27
m3g20090729t144242,-59.267875846792116,-26.78335037006716,46.42262379915265,51.245184676524104,2009-07-29T14:42:42,2009-07-29T14:53:53
m3g20081124t023528,-78.71474220453159,89.88483779264784,169.02539439045628,329.23482783101866,2008-11-24T02:35:28,2008-11-24T03:31:02
m3g20090729t145353,-26.865884484982104,35.076783476175265,46.26184218491316,49.8589391916011,2009-07-29T14:53:53,2009-07-29T15:15:32
m3g20090729t151532,34.989096757130454,85.41147202349497,27.65268335514145,64.87729813049846,2009-07-29T15:15:32,2009-07-29T15:33:40
m3g20081128t053620,-30.177096911681534,1.4717355601597606,192.7953743823564,194.99840223408867,2008-11-28T05:36:20,2008-11-28T05:46:42
m3g20090729t184620,-89.99697564570795,-55.48900175518053,0.002950994394901307,359.99614405681564,2009-07-29T18:46:20,2009-07-29T18:59:51
m3g20090201t165935,-56.21672612049759,28.87399343694223,50.43592799606433,53.243750825828506,2009-02-01T16:59:35,2009-02-01T17:27:40
m3g20081128t153721,-60.46660440485782,-28.7602612806957,185.6206536859906,189.10955099172844,2008-11-28T15:37:21,2008-11-28T15:47:42
m3g20090729t185951,-55.62356145960668,37.51892763664695,43.73456481908072,48.649631363667915,2009-07-29T18:59:51,2009-07-29T19:32:19
m3g20081129t052459,-60.94207123358707,-28.751851230966807,178.20898442408512,181.7071718228946,2008-11-29T05:24:59,2008-11-29T05:35:30
m3g20090207t083836,-39.412197802828715,50.701634261010454,335.8886656522758,339.9542753468516,2009-02-07T08:38:36,2009-02-07T09:08:07
m3g20090201t184911,20.79151428395445,54.62225498750692,50.29730816402117,52.78816203560725,2009-02-01T18:49:11,2009-02-01T19:00:19
m3g20081129t171431,-30.433609979235055,-29.068989000891207,173.60822293812095,175.32254707787934,2008-11-29T17:14:31,2008-11-29T17:14:57
m3g20081129t171509,-60.193992041062536,-30.95951455214628,171.95216027056938,175.2954546192073,2008-11-29T17:15:09,2008-11-29T17:24:42
m3g20090729t193219,37.46997228305311,53.404469226579934,42.83223339498394,47.73972367131145,2009-07-29T19:32:19,2009-07-29T19:37:59
m3g20081130t050351,-60.98516974973304,-28.894470739631227,165.44063274677157,168.99513391748312,2008-11-30T05:03:51,2008-11-30T05:14:22
m3g20090207t090807,-55.4386837444147,-39.37467300537978,335.03427889264566,337.552532644133,2009-02-07T09:08:07,2009-02-07T09:13:19
m3g20090729t231421,-59.70648495053242,-3.147248399329889,41.911820583797,46.815274781663426,2009-07-29T23:14:21,2009-07-29T23:33:54
m3g20081130t165323,-61.19922848608904,-29.506943952383967,158.93305336169286,162.57035590539786,2008-11-30T16:53:23,2008-11-30T17:03:47
m3g20090201t190019,-89.35476213036354,20.816102692523774,0.0015828165413923016,359.97334702201067,2009-02-01T19:00:19,2009-02-01T19:36:40
m3g20090207t101211,55.660440505575984,72.78357815499258,151.4248312593773,157.02049942007974,2009-02-07T10:12:11,2009-02-07T10:17:50
m3g20090212t122313,-55.35428880050535,88.40470710933674,236.57545916345526,288.8299570526869,2009-02-12T12:23:13,2009-02-12T13:10:41
m3g20081201t064047,-60.98118536192217,-29.005182064108954,151.42371263614382,154.97507475721156,2008-12-01T06:40:47,2008-12-01T06:51:16
m3g20090729t233354,-3.1980272942805765,81.84914097336305,30.601283405272216,51.708868369268856,2009-07-29T23:33:54,2009-07-30T00:04:10
m3g20081222t223435,-0.8924594480365291,59.78299844635371,227.7123044739897,231.12008655945053,2008-12-22T22:34:35,2008-12-22T22:55:00
m3g20090207t101751,-55.32754853371247,89.95986462614292,0.0002066474542963094,359.999980353873,2009-02-07T10:17:51,2009-02-07T11:11:19
m3g20090730t000410,81.444739261038,85.47831431332607,21.50465454448448,58.829948210523064,2009-07-30T00:04:10,2009-07-30T00:05:30
m3g20090730t031812,-89.99601740488752,-28.579469109272274,0.0009933123564714774,359.99712439950554,2009-07-30T03:18:12,2009-07-30T03:40:57
m3g20090201t203612,-55.71723983841008,88.3889495067073,31.498585432059585,78.62067308297426,2009-02-01T20:36:12,2009-02-01T21:23:40
m3g20081223t062736,-0.5456127436806534,60.1970012270501,223.4716658781236,226.8961462660504,2008-12-23T06:27:36,2008-12-23T06:48:01
m3g20090212t143253,-89.9976373437485,53.47425022716251,0.0003815489389087564,359.99965446598844,2009-02-12T14:32:53,2009-02-12T15:20:01
m3g20090730t034057,-28.7097445507496,29.640267966596266,39.146358735963226,42.8373202605912,2009-07-30T03:40:57,2009-07-30T04:01:20
m3g20081223t122235,-0.910740349712361,59.83906124544878,220.29293554148515,223.7492984421587,2008-12-23T12:22:35,2008-12-23T12:43:00
m3g20090207t121011,26.432580614977674,89.95821388728814,0.00015683912009223196,359.99993340535036,2009-02-07T12:10:11,2009-02-07T12:42:41
m3g20090730t040120,29.60249049222889,53.507255726085326,37.80910090521425,42.76487353555733,2009-07-30T04:01:20,2009-07-30T04:09:50
m3g20081223t221351,-0.55821343625552,60.16928723450753,214.9110958577071,218.6389307547065,2008-12-23T22:13:51,2008-12-23T22:34:16
m3g20090730t074602,-59.98395437935724,-31.305814203600182,37.42357862144493,42.32171947808853,2009-07-30T07:46:02,2009-07-30T07:55:53
m3g20090201t224531,-89.99735876476021,54.15370520794237,0.00027286862921893624,359.998625847979,2009-02-01T22:45:31,2009-02-01T23:33:20
m3g20090730t075553,-31.44341640301392,27.777922584372092,36.767035871107026,40.61896318943622,2009-07-30T07:55:54,2009-07-30T08:16:24
m3g20090207t124241,-89.22084660970766,26.479663440445126,272.09819626284514,336.70880272504326,2009-02-07T12:42:41,2009-02-07T13:20:19
m3g20081224t140005,-1.1355548936184297,59.66635998882297,206.1750055517336,210.29531333183945,2008-12-24T14:00:05,2008-12-24T14:20:30
m3g20090730t081634,27.73893797653119,85.07993003231566,16.121763240613838,50.286994223261864,2009-07-30T08:16:34,2009-07-30T08:37:11
m3g20090202t003211,14.443910139189056,88.91954339887943,22.108349858256496,88.12231538252085,2009-02-02T00:32:11,2009-02-02T00:56:41
m3g20081224t235121,-0.5914124486491203,59.61411483920477,200.7986887358284,205.00304300024385,2008-12-24T23:51:21,2008-12-25T00:11:30
m3g20090207t141950,79.20311764397299,89.50070117099148,0.00010462709251085286,359.9999422101247,2009-02-07T14:19:50,2009-02-07T14:23:13
