001     0404.20     13.76
002     0414.20     13.74
003     0424.19     13.73
004     0434.19     13.71
005     0444.18     13.69
006     0454.18     13.68
007     0464.17     13.66
008     0474.17     13.65
009     0484.16     13.63
010     0494.16     13.61
011     0504.15     13.60
012     0514.15     13.58
013     0524.14     13.57
014     0534.14     13.55
015     0544.13     13.54
016     0554.13     13.52
017     0564.12     13.51
018     0574.12     13.49
019     0584.11     13.47
020     0594.11     13.46
021     0604.10     13.44
022     0614.10     13.43
023     0624.09     13.41
024     0634.09     13.40
025     0644.08     13.39
026     0654.08     13.37
027     0664.07     13.36
028     0674.07     13.34
029     0684.06     13.33
030     0694.06     13.31
031     0704.05     13.30
032     0714.05     13.28
033     0724.04     13.27
034     0734.04     13.25
035     0744.03     13.24
036     0754.03     13.23
037     0764.02     13.21
038     0774.02     13.20
039     0784.01     13.18
040     0794.01     13.17
041     0804.00     13.16
042     0814.00     13.14
043     0823.99     13.13
044     0833.99     13.12
045     0843.98     13.10
046     0853.98     13.09
047     0863.97     13.08
048     0873.97     13.06
049     0883.96     13.05
050     0893.96     13.04
051     0903.95     13.02
052     0913.95     13.01
053     0923.94     13.00
054     0933.94     12.98
055     0943.93     12.97
056     0953.93     12.96
057     0963.92     12.94
058     0973.92     12.93
059     0983.91     12.92
060     0993.91     12.91
061     1003.90     12.89
062     1013.90     12.88
063     1023.89     12.87
064     1033.89     12.86
065     1043.88     12.84
066     1053.88     12.83
067     1063.87     12.82
068     1073.87     12.81
069     1083.86     12.80
070     1093.86     12.78
071     1103.85     12.77
072     1113.85     12.76
073     1123.84     12.75
074     1133.84     12.74
075     1143.83     12.72
076     1153.83     12.71
077     1163.82     12.70
078     1173.82     12.69
079     1183.81     12.68
080     1193.81     12.67
081     1203.80     12.66
082     1213.80     12.64
083     1223.79     12.63
084     1233.79     12.62
085     1243.78     12.61
086     1253.78     12.60
087     1263.77     12.59
088     1273.77     12.58
089     1283.76     12.57
090     1293.76     12.56
091     1303.75     12.55
092     1313.75     12.53
093     1323.74     12.52
094     1333.74     12.51
095     1343.73     12.50
096     1353.73     12.49
097     1363.72     12.48
098     1373.72     12.47
099     1383.71     12.46
100     1393.71     12.45
101     1403.70     12.44
102     1413.70     12.43
103     1423.69     12.42
104     1433.69     12.41
105     1443.68     12.40
106     1453.68     12.39
107     1463.67     12.38
108     1473.67     12.37
109     1483.66     12.36
110     1493.66     12.35
111     1503.65     12.34
112     1513.65     12.33
113     1523.64     12.33
114     1533.64     12.32
115     1543.63     12.31
116     1553.63     12.30
117     1563.62     12.29
118     1573.62     12.28
119     1583.61     12.27
120     1593.61     12.26
121     1603.60     12.25
122     1613.60     12.24
123     1623.59     12.24
124     1633.59     12.23
125     1643.58     12.22
126     1653.58     12.21
127     1663.57     12.20
128     1673.57     12.19
129     1683.56     12.18
130     1693.56     12.18
131     1703.55     12.17
132     1713.55     12.16
133     1723.54     12.15
134     1733.54     12.14
135     1743.53     12.14
136     1753.53     12.13
137     1763.52     12.12
138     1773.52     12.11
139     1783.51     12.10
140     1793.51     12.10
141     1803.50     12.09
142     1813.50     12.08
143     1823.49     12.07
144     1833.49     12.07
145     1843.48     12.06
146     1853.48     12.05
147     1863.47     12.04
148     1873.47     12.04
149     1883.46     12.03
150     1893.46     12.02
151     1903.45     12.02
152     1913.45     12.01
153     1923.44     12.00
154     1933.44     12.00
155     1943.43     11.99
156     1953.43     11.98
157     1963.42     11.98
158     1973.42     11.97
159     1983.41     11.96
160     1993.41     11.96
161     2003.40     11.95
162     2013.40     11.94
163     2023.39     11.94
164     2033.39     11.93
165     2043.38     11.93
166     2053.38     11.92
167     2063.37     11.91
168     2073.37     11.91
169     2083.36     11.90
170     2093.36     11.90
171     2103.35     11.89
172     2113.35     11.88
173     2123.34     11.88
174     2133.34     11.87
175     2143.33     11.87
176     2153.33     11.86
177     2163.32     11.86
178     2173.32     11.85
179     2183.31     11.85
180     2193.31     11.84
181     2203.30     11.84
182     2213.30     11.83
183     2223.29     11.83
184     2233.29     11.82
185     2243.28     11.82
186     2253.28     11.81
187     2263.27     11.81
188     2273.27     11.80
189     2283.26     11.80
190     2293.26     11.79
191     2303.25     11.79
192     2313.25     11.78
193     2323.24     11.78
194     2333.24     11.77
195     2343.23     11.77
196     2353.23     11.77
197     2363.22     11.76
198     2373.22     11.76
199     2383.21     11.75
200     2393.21     11.75
201     2403.20     11.75
202     2413.20     11.74
203     2423.19     11.74
204     2433.19     11.74
205     2443.18     11.73
206     2453.18     11.73
207     2463.17     11.72
208     2473.17     11.72
209     2483.16     11.72
210     2493.16     11.71
211     2503.15     11.71
212     2513.15     11.71
213     2523.14     11.70
214     2533.14     11.70
215     2543.13     11.70
216     2553.13     11.70
217     2563.12     11.69
218     2573.12     11.69
219     2583.11     11.69
220     2593.11     11.68
221     2603.10     11.68
222     2613.10     11.68
223     2623.09     11.68
224     2633.09     11.67
225     2643.08     11.67
226     2653.08     11.67
227     2663.07     11.67
228     2673.07     11.67
229     2683.06     11.66
230     2693.06     11.66
231     2703.05     11.66
232     2713.05     11.66
233     2723.04     11.66
234     2733.04     11.65
235     2743.03     11.65
236     2753.03     11.65
237     2763.02     11.65
238     2773.02     11.65
239     2783.01     11.65
240     2793.01     11.64
241     2803.00     11.64
242     2813.00     11.64
243     2822.99     11.64
244     2832.99     11.64
245     2842.98     11.64
246     2852.98     11.64
247     2862.97     11.64
248     2872.97     11.63
249     2882.96     11.63
250     2892.96     11.63
251     2902.95     11.63
252     2912.95     11.63
253     2922.94     11.63
254     2932.94     11.63
255     2942.93     11.63
256     2952.93     11.63
257     2962.92     11.63
258     2972.92     11.63
259     2982.91     11.63
260     2992.91     11.63
